cloud_cover,cloud_cover_high,cloud_cover_low,cloud_cover_mid,diffuse_radiation,direct_radiation,relative_humidity_2m,surface_pressure,temperature_2m,time,wind_direction_10m,wind_speed_10m
2,0,0,1,0,0,90,1020.5,20.6,1064170800000,176,5.8
0,0,0,0,0,0,95,1020.6,20,1064174400000,148,4.7
0,0,0,0,0,0,97,1020.5,19.4,1.064178e+12,117,4.8
97,0,96,0,0,0,98,1020.7,18.8,1064181600000,104,3
98,0,98,0,0,0,99,1020.2,18.3,1064185200000,111,3.1
100,0,100,0,0,0,99,1019.7,17.7,1064188800000,90,4
96,0,95,0,0,0,100,1019.2,17.4,1064192400000,93,6.1
37,0,37,0,0,0,100,1019,17.2,1.064196e+12,104,4.5
28,0,21,14,0,0,99,1018.5,17.3,1064199600000,115,5.2
23,0,17,11,0,0,99,1018,17.4,1064203200000,106,5.2
32,5,22,12,0,0,99,1017.7,17.4,1064206800000,101,7.7
45,37,10,8,6,2,98,1017.7,17.8,1064210400000,98,9.8
84,80,12,9,48,34,92,1017.5,19.5,1.064214e+12,117,10.5
98,95,52,20,89,68,86,1017.7,20.6,1064217600000,141,13
99,96,71,7,124,124,82,1017.2,21.5,1064221200000,147,15.9
99,95,51,48,184,166,77,1016.8,22.6,1064224800000,149,20.2
99,94,33,66,245,174,74,1016.6,23.2,1064228400000,151,22.2
100,98,43,99,250,159,81,1016.4,21.7,1.064232e+12,159,22
99,97,7,93,205,76,83,1016,21.7,1064235600000,154,18.4
100,99,70,100,150,23,88,1015.3,21,1064239200000,156,16.6
100,100,67,100,132,25,89,1014.7,20.5,1064242800000,155,16.7
100,96,91,98,84,15,89,1014.3,20.3,1064246400000,147,14.6
100,93,85,100,30,13,88,1013.8,20.4,1.06425e+12,143,11.3
100,92,100,99,5,2,88,1014,20.2,1064253600000,130,8.4
100,89,75,94,0,0,83,1014,20.2,1064257200000,129,9.2
100,97,68,85,0,0,84,1014.7,20.1,1064260800000,141,9.2
100,97,100,93,0,0,84,1014.8,20,1064264400000,157,9.4
100,99,92,21,0,0,89,1014.8,19.5,1.064268e+12,135,6.1
100,100,100,68,0,0,90,1014.8,19.2,1064271600000,138,4.3
100,98,96,91,0,0,93,1014.5,18.9,1064275200000,90,2.2
100,74,99,91,0,0,96,1014.5,18.6,1064278800000,45,1.5
86,37,76,74,0,0,96,1013.9,18.7,1064282400000,352,2.5
55,8,43,24,0,0,98,1013.6,18.5,1.064286e+12,347,4.8
60,19,42,10,0,0,98,1013,18.4,1064289600000,344,5.2
37,13,23,10,0,0,98,1013.1,18.3,1064293200000,355,4
22,13,6,2,4,0,96,1013.5,18.4,1064296800000,345,4.1
23,2,16,4,55,62,92,1013.9,17.9,1064300400000,328,3.4
14,0,13,0,88,192,80,1014.5,19.4,1.064304e+12,310,6.1
49,0,46,3,99,341,74,1014.7,20.5,1064307600000,313,9.4
12,0,9,2,116,452,67,1014.8,21.8,1064311200000,304,9.1
18,0,16,2,140,500,61,1014.4,22.8,1064314800000,303,10.7
9,0,6,2,121,547,58,1013.8,23.5,1064318400000,304,13
13,0,3,10,113,538,56,1013.4,23.9,1.064322e+12,303,14.6
13,0,2,12,106,455,55,1013,23.9,1064325600000,298,15.5
27,0,7,27,108,319,56,1012.9,23.7,1064329200000,296,16.4
28,0,2,27,79,178,57,1012.8,23.2,1064332800000,291,15.8
16,0,0,15,49,72,62,1012.8,22.3,1064336400000,287,13.9
11,0,6,9,7,4,65,1013.3,21.2,1.06434e+12,297,14.2
2,0,0,2,0,0,66,1014,20.5,1064343600000,317,17.6
2,0,0,2,0,0,69,1014.9,19,1064347200000,327,19
4,0,0,3,0,0,70,1015.2,17.8,1064350800000,326,20
0,0,0,0,0,0,70,1015.3,17,1064354400000,328,21.2
0,0,0,0,0,0,70,1015.7,16.3,1.064358e+12,326,21.3
0,0,0,0,0,0,71,1015.7,15.7,1064361600000,319,20.9
0,0,0,0,0,0,71,1015.8,15.2,1064365200000,313,21.1
0,0,0,0,0,0,70,1015.5,14.8,1064368800000,314,21.9
0,0,0,0,0,0,69,1015.1,14.4,1064372400000,316,22.4
0,0,0,0,0,0,68,1015,14.1,1.064376e+12,316,20.9
0,0,0,0,0,0,67,1014.7,13.9,1064379600000,315,20.4
0,0,0,0,7,3,67,1015,13.8,1064383200000,317,19.4
0,0,0,0,47,81,67,1015.3,14.6,1064386800000,320,18.9
0,0,0,0,75,233,62,1015.8,16.1,1064390400000,329,19.7
1,0,0,0,95,381,58,1016,17.8,1.064394e+12,335,18.2
7,0,7,0,104,506,54,1016,19.7,1064397600000,342,14.3
11,0,11,0,124,550,52,1016.1,21.3,1064401200000,336,12.6
16,0,16,0,115,577,50,1015.9,22.5,1064404800000,332,11.4
25,0,24,3,145,498,49,1015.6,23.4,1064408400000,318,11.2
27,0,26,16,154,404,47,1015.6,23.8,1.064412e+12,311,12.5
22,0,9,16,127,290,46,1016,23.6,1064415600000,310,13.6
26,0,21,18,104,122,48,1016.3,22.9,1064419200000,308,13.3
31,0,27,14,43,53,52,1016.7,21.6,1064422800000,311,11.5
30,0,23,22,6,1,56,1017.5,20.5,1064426400000,323,9.5
25,0,21,19,0,0,60,1018.2,19.4,1.06443e+12,331,7.4
22,0,5,20,0,0,66,1018.7,18.7,1064433600000,348,5.2
17,0,6,15,0,0,79,1019.3,17.6,1064437200000,11,5.5
43,0,11,40,0,0,83,1019.8,17.3,1064440800000,42,4.3
46,0,25,44,0,0,88,1020.3,16.9,1064444400000,35,4.4
45,0,13,42,0,0,93,1020.4,16.4,1.064448e+12,31,4.2
49,0,2,48,0,0,97,1020.4,15.6,1064451600000,27,6.4
22,0,3,20,0,0,99,1020,15.3,1064455200000,35,5.7
3,0,3,0,0,0,99,1019.9,15.2,1064458800000,36,4.9
72,0,71,0,0,0,98,1020.4,15.3,1064462400000,41,3.3
71,0,71,0,0,0,97,1020.9,15.5,1.064466e+12,27,2.4
73,0,72,0,5,2,98,1021.7,15.4,1064469600000,10,4
64,0,63,2,46,62,95,1022.1,17.4,1064473200000,5,4.3
15,0,15,1,82,155,82,1022.5,19.6,1064476800000,347,4.8
17,0,13,13,105,316,71,1022.6,21.4,1064480400000,342,4.6
25,0,16,22,114,424,61,1022.3,22.7,1.064484e+12,27,2.4
38,0,19,32,120,547,54,1021.9,24,1064487600000,143,3.6
28,0,11,25,128,502,50,1021.6,24.5,1064491200000,176,5.1
40,0,16,36,121,523,47,1021.4,24.8,1064494800000,192,7
49,0,15,44,119,400,47,1020.9,24.5,1064498400000,208,8.5
42,0,5,41,94,267,49,1020.9,24,1.064502e+12,215,11.9
46,0,8,43,99,142,54,1021.2,23.2,1064505600000,222,13
37,0,15,29,45,68,61,1021.2,22.1,1064509200000,226,9.9
25,0,12,20,6,3,70,1021.7,20.8,1064512800000,237,6
12,0,7,9,0,0,82,1022.1,19.8,1064516400000,248,5.8
10,0,4,7,0,0,83,1022.5,19.7,1.06452e+12,288,4.6
4,0,2,3,0,0,90,1022.8,18.4,1064523600000,340,4.2
71,0,70,0,0,0,96,1022.8,17.3,1064527200000,17,4.9
63,0,62,0,0,0,97,1022.6,17.2,1064530800000,21,5
53,0,52,0,0,0,97,1022.4,17.1,1064534400000,37,5.4
73,0,72,0,0,0,97,1022,16.6,1.064538e+12,45,4.6
75,0,74,1,0,0,99,1021.6,15.6,1064541600000,53,3.6
74,0,72,3,0,0,99,1021.1,15.4,1064545200000,63,3.2
76,0,73,11,0,0,99,1021.4,15.2,1064548800000,75,4.1
76,0,73,9,0,0,99,1021.4,15,1064552400000,95,4
76,0,72,17,5,2,98,1021.9,15.1,1.064556e+12,94,5.1
17,0,15,6,50,58,94,1022.3,17.6,1064559600000,97,6.2
5,0,4,2,82,187,72,1022.5,20.6,1064563200000,113,5.5
9,0,8,0,99,293,59,1022.3,21.5,1064566800000,144,6.2
17,0,16,3,106,466,55,1022,22.4,1064570400000,146,3.9
49,0,48,3,127,459,52,1021.5,22.9,1.064574e+12,180,3.6
81,10,78,0,142,461,51,1021.1,23.2,1064577600000,222,4.8
70,2,66,14,133,473,51,1020.8,23.4,1064581200000,235,7
64,41,36,12,110,404,52,1020,23.2,1064584800000,237,8.6
94,93,19,4,107,289,54,1019.5,22.8,1064588400000,239,9.7
99,98,18,2,88,135,58,1019.2,22.1,1.064592e+12,244,10.8
100,99,6,1,61,46,65,1019,21.1,1064595600000,241,8.2
98,97,0,1,7,0,73,1019.1,20,1064599200000,236,5.2
100,100,0,0,0,0,79,1019.3,19.2,1064602800000,247,5.5
100,100,0,0,0,0,87,1019.6,18.3,1064606400000,259,5.5
95,94,0,0,0,0,84,1019.7,18.8,1.06461e+12,253,4.9
64,64,0,0,0,0,87,1019.2,18.7,1064613600000,342,3.4
12,10,0,1,0,0,92,1018.9,18.3,1064617200000,18,2.3
76,18,71,2,0,0,96,1018.7,17.9,1064620800000,31,2.1
79,15,69,21,0,0,97,1018.4,17.5,1064624400000,63,1.6
87,49,68,26,0,0,99,1017.9,15.9,1.064628e+12,82,2.5
97,86,71,14,0,0,99,1017.5,15.5,1064631600000,79,3.7
98,90,76,2,0,0,99,1017.2,15.3,1064635200000,67,2.7
100,98,78,5,0,0,99,1017,15.2,1064638800000,74,2.6
100,100,78,6,6,0,98,1017.2,15.4,1064642400000,86,5.8
100,100,77,15,58,16,97,1017.1,17.8,1.064646e+12,99,6.6
100,100,22,23,120,34,81,1017.3,19.6,1064649600000,118,6.1
100,100,26,35,189,48,75,1017.6,20.5,1064653200000,151,6.6
100,97,84,42,223,58,75,1017.4,20.7,1064656800000,176,5.4
97,93,41,40,239,42,76,1017.2,20.7,1064660400000,173,5.8
97,92,20,40,251,42,76,1016.7,20.6,1.064664e+12,189,7.3
78,62,14,44,227,67,76,1016.3,20.4,1064667600000,202,8.6
51,45,2,6,210,48,74,1015.3,20.5,1064671200000,208,9.3
80,67,19,12,164,66,73,1015.4,20.5,1064674800000,178,9.7
87,75,43,29,101,50,74,1014.8,20.4,1064678400000,154,10.8
98,85,82,14,45,13,78,1015.1,20,1.064682e+12,155,7.6
86,54,67,34,4,0,83,1015.4,19.6,1064685600000,149,6.3
91,73,55,36,0,0,90,1015.5,18.7,1064689200000,133,6.9
100,81,97,22,0,0,90,1015.7,18.7,1064692800000,119,6.6
99,98,87,15,0,0,90,1015.7,18.6,1064696400000,115,8.4
97,94,56,31,0,0,90,1015.1,18.6,1.0647e+12,128,5.9
100,99,38,35,0,0,90,1014.7,18,1064703600000,122,8.1
100,98,96,69,0,0,93,1014.6,17.6,1064707200000,131,10.5
100,97,100,95,0,0,93,1013.9,17.7,1064710800000,125,11.4
99,99,88,86,0,0,93,1013.2,17.7,1064714400000,131,12
100,96,100,96,0,0,94,1012.5,17.6,1.064718e+12,120,11.6
100,96,100,100,0,0,94,1011.9,17.5,1064721600000,119,12.7
100,97,97,100,0,0,93,1011.5,17.4,1064725200000,119,13.2
100,98,38,87,2,0,92,1011.2,17.4,1064728800000,120,12.9
100,100,82,100,26,1,92,1011.3,18.1,1064732400000,112,11.6
100,98,75,93,38,0,90,1011.4,18.1,1.064736e+12,115,10.3
100,98,100,100,71,1,88,1011.4,18.2,1064739600000,122,8.9
100,86,92,100,80,0,86,1011.4,18.3,1064743200000,118,7.7
99,85,77,76,169,10,81,1011.1,18.9,1064746800000,116,9.2
100,62,96,100,174,23,79,1010.9,19.2,1064750400000,112,13.2
96,43,82,89,173,16,78,1010.5,19.4,1.064754e+12,112,8.6
99,48,91,97,176,37,76,1010,19.7,1064757600000,107,6
100,70,96,98,122,15,75,1010,19.7,1064761200000,97,2.9
91,38,81,40,93,23,74,1010.1,19.7,1064764800000,27,4.8
53,1,44,25,32,30,75,1009.8,19.4,1064768400000,43,5.9
29,0,26,8,2,1,78,1010.3,19,1.064772e+12,58,3.4
30,0,26,4,0,0,90,1010.9,18.1,1064775600000,11,1.8
21,0,20,3,0,0,91,1011.1,18,1064779200000,343,3.8
41,0,39,4,0,0,94,1011.6,17.6,1064782800000,349,3.7
86,0,84,14,0,0,96,1011.6,17.1,1064786400000,328,4.7
54,0,51,9,0,0,97,1011.6,16.9,1.06479e+12,328,4.7
19,0,16,1,0,0,99,1011.4,16.1,1064793600000,318,5.4
68,0,67,0,0,0,98,1011.2,15.3,1064797200000,309,6.9
37,0,37,0,0,0,99,1010.8,15.3,1064800800000,313,9.4
0,0,0,0,0,0,98,1010.4,15,1064804400000,318,10.7
0,0,0,0,0,0,97,1010.3,14.8,1.064808e+12,323,12.1
0,0,0,0,0,0,95,1010.2,14.7,1064811600000,327,12.5
0,0,0,0,4,1,96,1010.4,14.3,1064815200000,329,12.6
0,0,0,0,44,66,86,1010.6,15.4,1064818800000,327,13.3
1,0,0,0,72,210,77,1010.9,17,1064822400000,327,15.1
0,0,0,0,90,359,69,1010.8,18.6,1.064826e+12,326,16.9
0,0,0,0,101,480,62,1010.8,20.1,1064829600000,333,18.5
0,0,0,0,107,562,56,1010.3,21.3,1064833200000,326,20.5
0,0,0,0,108,591,51,1009.9,22.1,1064836800000,327,22.4
0,0,0,0,107,561,47,1009.5,22.5,1064840400000,325,24.1
0,0,0,0,101,482,46,1009.3,22.6,1.064844e+12,324,24
1,0,0,0,89,359,45,1009.1,22.4,1064847600000,324,22.7
1,0,0,0,73,203,47,1009.1,21.7,1064851200000,322,18.7
0,0,0,0,42,64,51,1009,20.4,1064854800000,319,14.8
0,0,0,0,4,1,58,1009.5,18.9,1064858400000,322,12.8
0,0,0,0,0,0,58,1009.9,17.8,1.064862e+12,315,10.2
4,1,0,2,0,0,64,1010.3,16.9,1064865600000,297,10.1
15,9,2,4,0,0,70,1010.7,16.2,1064869200000,285,10
44,44,0,0,0,0,73,1011,15.7,1064872800000,277,5.8
33,32,1,1,0,0,76,1010.9,15.1,1064876400000,315,6.1
44,40,1,3,0,0,83,1010.9,13.9,1.06488e+12,349,5.9
47,41,2,8,0,0,87,1010.6,13.2,1064883600000,12,5.2
25,18,0,7,0,0,91,1010.9,12.6,1064887200000,45,5.6
25,14,4,10,0,0,93,1010.3,12.3,1064890800000,62,6.1
15,0,8,11,0,0,92,1011,12.4,1064894400000,74,6.4
13,0,7,11,0,0,91,1010.4,12.6,1.064898e+12,77,6.6
13,0,9,6,4,1,89,1010.8,12.9,1064901600000,76,7.4
13,0,13,8,42,55,83,1011,15.1,1064905200000,84,10.5
19,3,11,6,88,157,67,1011.2,18.3,1064908800000,96,10.1
96,93,14,38,108,285,54,1011.4,20.5,1064912400000,115,11.9
100,100,17,53,138,312,51,1011.7,21.5,1.064916e+12,131,15.3
100,100,0,71,220,248,51,1011.8,22.1,1064919600000,132,17.3
100,99,3,79,238,69,55,1011.4,21.8,1064923200000,134,17.6
99,90,20,88,214,18,63,1010.9,21,1064926800000,133,17.8
100,100,1,92,147,39,67,1010.6,20.9,1064930400000,133,18.6
100,100,17,98,134,28,71,1010.4,20.8,1.064934e+12,131,17.1
90,76,6,81,83,36,73,1010,20.5,1064937600000,126,17
97,71,6,91,37,8,76,1009.8,20,1064941200000,124,16.9
100,7,7,100,2,0,80,1009.5,19.5,1064944800000,113,18.1
100,100,5,96,0,0,75,1009.7,19.4,1064948400000,115,18.7
100,98,2,95,0,0,77,1009.9,19.3,1.064952e+12,113,20
100,73,0,100,0,0,77,1009.7,19.1,1064955600000,110,22.2
95,69,0,87,0,0,76,1009.2,19.2,1064959200000,115,21.1
